Country_Code,Year,Population_Change,Inflation_Diff,Military_Diff,Export_Diff,Life_Diff,GDP_Diff
AFG,1992,1,,,,0.012588482127100509,
AFG,1993,1,,,,0.011909141960845027,
AFG,1994,0,,,,0.011214023270055051,
AFG,1995,0,,,,0.01052193331062412,
AFG,1996,0,,,,0.009850556200606597,
AFG,1997,0,,,,0.00927230917587707,
AFG,1998,0,,,,0.008856386888137502,
AFG,1999,1,,,,0.008560084508068222,
AFG,2000,1,,,,0.008397139555041955,
AFG,2001,1,,,,0.008363030748016698,
AFG,2002,1,,,,0.008453505718547971,
AFG,2003,1,,,,0.008576359537898037,0.11352869447754554
AFG,2004,0,,,,0.00874788287265793,0.15750431590880076
AFG,2005,0,,-0.004391921707377202,,0.008966281243508956,0.18794727152189306
AFG,2006,0,-0.059016721716549314,-0.0009583170221832971,,0.009195402298850519,0.12274618731775977
AFG,2007,0,0.01895974235117491,0.006700333556431695,,0.009332608030462763,0.39829008568971136
AFG,2008,0,0.17738093369610336,-0.002307216500466898,,0.009347368421052549,0.03707736126749661
AFG,2009,1,-0.33229825243734346,-0.0024813314915515007,,0.00924411813782755,0.2281913370148576
AFG,2010,1,0.0898969861288415,-0.0014157685859572978,,0.008994114145889798,0.27709994525861115
AFG,2011,1,0.096256482850187,-0.001244902406417999,,0.008602608638657694,0.12287784678258618
AFG,2012,1,-0.05362972999571719,-0.006459293334464501,,0.008139327083976466,0.1180674300101312
AFG,2013,1,0.009445589746373897,-0.0009846635247584001,,0.007590163406065553,0.012010052846766595
AFG,2014,0,-0.0271177574861518,0.002210631102761899,,0.007053178728508636,0.017408653011276032
AFG,2015,0,-0.053357052000770865,-0.003034370551765751,,0.006527332211034631,-0.066492978322932
AFG,2016,0,0.05045601119852836,-0.00037803681764789904,,0.006090537576723287,-0.05318480382425017
AFG,2017,0,0.005920595503991599,-0.00011545341019339114,,0.005755689035961353,0.03515607148047328
AFG,2018,0,-0.04349802356369489,0.0006151949254321401,,0.00555122407609554,-0.03733927986743435
AFG,2019,0,0.016762233659996288,0.0011148431031422004,,0.005381012933039608,0.04133455468835234
AFG,2020,0,,0.0025145380830071014,,0.005244242900991791,0.07003856660494567
AFG,2021,0,,,,,
AFG,Unnamed: 66,0,,,,,
AFW,1960,0,,,,,
AFW,1961,0,,,0.0045612456445509875,0.011481283531318054,0.06956461672132441
AFW,1962,1,,,-0.00873666573951401,0.011162323222054571,0.07326554570177102
AFW,1963,1,,-3.3506614178498845e-05,0.0010914025238770164,0.01080435280337766,0.0613866263787608
AFW,1964,1,,0.0012006958078585976,0.010814102105268009,0.010485885250340221,0.09167042514300072
AFW,1965,1,,0.0003504469241877011,0.004070036426793988,0.010234068636020055,0.07398852280044199
AFW,1966,1,,-0.0009973780151937006,-0.005627683315504978,0.010134274064609539,0.06529021128873258
AFW,1967,1,,,0.012191048683841993,0.01017695018961673,-0.08882890705446977
AFW,1968,1,,,0.011474157545677016,0.010393355297673379,0.031464359136663234
AFW,1969,1,,0.008932358392412194,0.003033646594436973,0.010655948664208159,0.1345225980611584
AFW,1970,1,,-0.0244642852103983,-0.029379687632211993,0.011020658951408135,0.3922803411199498
AFW,1971,1,,-0.008453644994680896,0.020114946989573,0.011412923459705793,-0.11367084498047941
AFW,1972,1,,0.007026868075636197,0.0011748938753939897,0.01170797810259705,0.21274783111196016
AFW,1973,1,,-3.61778302623017e-05,0.03154999056542904,0.011860841385046283,0.23783400533269616
AFW,1974,1,,-0.004823095539754192,0.08065871338831698,0.01191111845079762,0.4137859194295772
AFW,1975,1,,0.022698552853739097,-0.059945535661060007,0.011901984130966214,0.16352665590917148
AFW,1976,1,,-0.012961409356444707,0.0013560301351950022,0.011832713336700884,0.20769198704232994
AFW,1977,1,,-0.00030790495473059093,0.05031722999140903,0.01167937882124992,0.05127392428153388
AFW,1978,1,,-0.004897316324066502,-0.03980446629138101,0.011370657018785257,0.09009720952490174
AFW,1979,1,,-0.005996303481424006,0.028938675452997942,0.010897918221550063,0.2447860270180795
AFW,1980,1,,-0.005809115967708195,0.04118092554897501,0.010210331333937228,0.26405290064144515
AFW,1981,1,,-0.0006897901704168985,-0.18696719780719898,0.009321216264000842,0.8834429756049664
AFW,1982,1,0.0326055437504591,-0.004178383385236403,-0.010798902401984,0.008340590259475533,-0.11298364012056639
AFW,1983,0,-0.013878284492403983,-0.0007682646226630993,0.007628574489336987,0.007318881073125061,-0.2620642858669402
AFW,1984,0,0.005780632411063982,-0.004888860777895399,0.03391070846133101,0.006238716093182051,-0.17269666582195997
AFW,1985,0,-0.03895074224021379,-0.0005303010769978009,0.007985673171699015,0.005202626360923723,0.019638903232017446
AFW,1986,0,-0.014039607765121496,-0.0003327933844943995,-0.012865697949457022,0.004267940771258916,-0.07732582591603943
AFW,1987,0,-0.057021764441114016,-0.0028812119860386013,0.03695123606598302,0.0035114104133306956,0.026270256190812802
AFW,1988,0,0.02274870750639141,0.0005015298410504018,-0.012812475939918022,0.0029572950008045495,-0.01249977339062014
AFW,1989,0,-0.01654372283385633,-0.0014239942237805996,0.08412386685541301,0.0025065081138797574,-0.06585094957913773
AFW,1990,0,0.0018807437196380304,0.000534343528361297,-0.019631780009527977,0.002006776141053823,0.19684776307126928
AFW,1991,0,0.006845264647545899,-0.00012261384863049805,0.006881063688726985,0.0014121080944602404,-0.035672649053381744
AFW,1992,0,-0.018048868658053666,-0.00019359418207330094,-0.0035876358690249965,0.0007667193140938888,0.00702384702486869
AFW,1993,0,0.006164547300206136,0.0022703197319379007,-0.023614787737958,0.00021036307001276455,-0.16448482819871157
AFW,1994,1,0.3128756111809658,-0.0032784701404767,0.019902593065336982,-0.00016762269562542453,-0.12693606762340714
AFW,1995,1,-0.21277728172457097,-0.0021812848586350297,0.04694052790044401,-0.00031820969223772533,0.25427421902295966
AFW,1996,1,-0.0564904894280941,-0.0008047514670172905,-0.012375036743389967,-0.00020571463924112798,0.16209423309708826
AFW,1997,1,-0.009170980219789703,6.987655680678034e-05,0.027871265570630965,0.00018925733338015505,0.010344855005049114
AFW,1998,1,0.0047398373411797964,0.0005169058579162404,-0.06490560627402497,0.0009447943573568374,0.02394856135490775
AFW,1999,0,-0.04098859268199083,0.0019220956508761902,0.014099573625521944,0.0019875237705995197,0.05697618114321279
AFW,2000,0,0.021585089970680132,-0.0015531210050956507,0.096888532602245,0.003406032655500546,0.021000581733566115
AFW,2001,0,0.018307539726925993,0.0019370808407558598,-0.054259647450938975,0.005189420462418548,0.0541564583214631
AFW,2002,0,-0.011728358378666398,0.0007709051918756999,-0.027748535310336997,0.006908379852929469,0.19539631921736067
AFW,2003,1,-0.014277892012095995,-0.0015671075827353893,0.013538976716512996,0.008481127833833702,0.156607303329509
AFW,2004,1,-0.010665677950505421,-0.0006889410106624503,-0.030415581798767022,0.009832600742021524,0.2416317276023494
AFW,2005,1,0.04937297207630382,-0.0015588763721379002,0.007409974503627015,0.010842360840682685,0.22222047306072645
AFW,2006,1,-0.012157336718805097,-0.0003974590125150699,0.04581051062436803,0.011401641114547445,0.26643675496049
AFW,2007,1,-0.0080853216184966,0.0006452669912780798,-0.05090047701820105,0.011485938599780532,0.1741203212839153
AFW,2008,1,0.048423538553869286,0.0011445008791416793,0.03361805741317303,0.011160859135156853,0.226619717699847
AFW,2009,0,-0.051672811593396886,0.0010105759147789502,-0.05677768868716801,0.01060498413289479,-0.10492103116735463
AFW,2010,0,-0.014975961711220502,-0.0009242470502077004,0.05236060962267,0.00992718629071021,0.1668395805884071
AFW,2011,0,0.022338548705737593,-0.000280754916467698,0.047553022809744994,0.009339697019457915,0.13418235480059426
AFW,2012,0,0.005596755598145403,-0.0008854741179932912,-0.0021434448743239964,0.008946865630935719,0.08436828856434708
AFW,2013,0,-0.0213917387411817,0.0006088467484167588,-0.103677026387818,0.008706044265448076,0.12812082944482395
AFW,2014,0,-0.006811488006633799,-0.00018031148168216882,-0.0022615311996829757,0.008437453831694253,0.05382510465552626
AFW,2015,0,0.0037221610113723005,-0.0008631798999990704,-0.059814626141338006,0.00808975045524063,-0.12050979979583032
AFW,2016,0,-0.0063570439741648995,0.001775776722491471,-0.005798657546108005,0.007653636943259157,-0.09226269504291928
AFW,2017,0,0.002700712874970002,-0.00014507683113351016,0.03937270880794699,0.007154072114964993,-0.009848771184415739
AFW,2018,0,0.00019414996724779685,0.0003578266684265991,0.01704385136793904,0.006621966613445052,0.08475419090826652
AFW,2019,0,-0.0002548477236382976,-0.0004777350527254698,-0.009147960397129007,0.006117755763711097,0.07129644111032607
AFW,2020,0,0.006790436458658299,0.0013702669206582807,-0.04647334539293502,0.0056822834603820205,-0.012565255256918206
AFW,2021,0,,,,,
AFW,Unnamed: 66,0,,,,,
AGO,1960,0,,,,,
AGO,1961,1,,,,0.007648438332800378,
AGO,1962,0,,,,0.007987093702890746,
AGO,1963,0,,,,0.008317372025293146,
AGO,1964,0,,,,0.00858704137392663,
AGO,1965,0,,,,0.008823529411764675,
AGO,1966,0,,,,0.009002097079433335,
AGO,1967,0,,,,0.009099204136462813,
AGO,1968,1,,,,0.009167859744304563,
AGO,1969,1,,,,0.009159241375877425,
AGO,1970,1,,,,0.009076111083707428,
AGO,1971,1,,,,0.00899447621840932,
AGO,1972,1,,,,0.008914296787946308,
AGO,1973,1,,,,0.008787515006002389,
AGO,1974,1,,,,0.008520563594821118,
AGO,1975,0,,,,0.008188983810827333,
AGO,1976,0,,,,0.0077713536668149175,
AGO,1977,0,,,,0.007293336120595573,
AGO,1978,0,,,,0.006756289344432398,
AGO,1979,1,,,,0.006207054512139321,
AGO,1980,1,,,,0.005622453392820637,
AGO,1981,1,,,,0.00511566843225153,-0.06407893888669236
AGO,1982,1,,,,0.004661742185388507,0.0
AGO,1983,1,,,,0.004214207258299574,0.04213301049353935
AGO,1984,0,,,,0.003727761780397021,0.06001261565189209
AGO,1985,0,,,,0.0031357025308009767,0.23193201944465547
AGO,1986,0,,1.5000000000000068e-09,,0.002349967854213375,-0.06374439135206766
AGO,1987,0,,0.222499827,,0.001548227279764669,0.14307121099464637
AGO,1988,0,,-0.002695000000000003,,0.0007508336461805598,0.08478344745965782
AGO,1989,0,,-0.025481666666666986,,0.0001544674184079664,0.16328059984555932
AGO,1990,0,,-0.01968666666666602,,-0.0003971405877680745,0.1007407063660859
AGO,1991,0,,-0.10361166666666699,,-0.0007725246104267613,-0.055658874690082016
AGO,1992,0,2.157260201377852,-0.014196694574186208,,-0.0009056570431402733,-0.21652397388144928
AGO,1993,0,10.79017803440391,0.1183975853299272,,-0.0006411673667918727,-0.3056269046017416
AGO,1994,0,-4.287350762416281,-0.1181330838473806,,0.0,-0.23062296448382125
AGO,1995,0,17.16658061765048,-0.010018879225737097,,0.0009955531957257513,0.24793795644457783
AGO,1996,0,14.786553893209998,-0.0225954461154528,,0.002298545727799084,0.3588711553265005
AGO,1997,1,-39.25929261033406,0.0352442005047792,,0.003726571113561228,0.016200315153076073
AGO,1998,1,-1.11891899644676,-0.033302563261319904,,0.005360398954282752,-0.1493320405526385
AGO,1999,1,1.4091108088457003,0.1469268033255302,,0.0072110657081048135,-0.05430073780671607
AGO,2000,1,0.7680096918845298,-0.10942089059341961,,0.009307270084394581,0.48378500576633354
AGO,2001,1,-1.7243584913202201,-0.0186824933905943,-0.14296887453998197,0.011542925927518155,-0.021202518552653538
AGO,2002,1,-0.4366358637987,-0.016544213700888603,-0.183039478265134,0.013663698761129606,0.7105512339462532
AGO,2003,1,-0.10673292432098491,0.008915466284215901,-0.027636585238921985,0.015471049431889705,0.16532627578030956
AGO,2004,1,-0.546820369053619,-0.002902988868195497,0.040590081509241926,0.016990090834021476,0.32220524728117694
AGO,2005,1,-0.205885929005746,0.0022106076025752014,0.07145922237970503,0.018309887745366682,0.5697535848910549
AGO,2006,1,-0.09648303673390901,0.000692543584500098,-0.020584042657064927,0.019495664307784377,0.4168164799598777
AGO,2007,1,-0.010537127320543987,-0.006474408124779001,0.04437919868544493,0.020217820620612725,0.2459946067010017
AGO,2008,1,0.0022433168669109965,0.004590658715341797,0.04569245099713892,0.020430457864576423,0.35657153686119947
AGO,2009,0,0.012544547962011002,0.011364896838289097,-0.13717725453231389,0.020058974888717662,-0.20591521912160315
AGO,2010,0,0.007393725644167015,-0.005320254827806695,0.027858097042041896,0.01913056286940029,0.1919055218155803
AGO,2011,0,-0.009871885714064027,-0.009219242142460803,-0.008731642841351972,0.01770551038843715,0.3340175600210682
AGO,2012,0,-0.03204562999967299,-0.0001900085207715979,-0.04729817033956196,0.01608379194035159,0.14547812863404608
AGO,2013,0,-0.015000906285577195,0.012185799223344895,-0.05193047013998697,0.014291704521629756,0.0676048198792687
AGO,2014,0,-0.014974269897149298,0.002432150940930501,-0.06052053140756103,0.01243669686843285,0.0658474142345109
AGO,2015,0,0.018699847715607704,-0.0159302822256134,-0.14940431756932,0.010582550700966475,-0.2025776874931371
AGO,2016,0,0.2154494091832178,-0.003720856377756099,-0.01630114932816601,0.008872352604464728,-0.12969688624197462
AGO,2017,0,-0.00851726301614103,-0.002253551994319699,0.00879615491422503,0.007576136837713854,0.20766583600332256
AGO,2018,0,-0.10214978970903196,-0.006362095896788,0.11832189834575901,0.006674506036867145,-0.17008122891487343
AGO,2019,0,-0.025473925070772035,-0.0022803558287603984,-0.014924641911567005,0.006005067289658106,-0.11776473966236811
AGO,2020,0,,-0.00027888247232290067,-0.015556590466960007,0.0055603709094478315,-0.3471504073167778
AGO,2021,0,,,,,
AGO,Unnamed: 66,0,,,,,
ALB,1960,0,,,,,
ALB,1961,1,,,,0.01634474896841831,
ALB,1962,0,,,,0.01404401194293925,
ALB,1963,0,,,,0.011279015422963168,
ALB,1964,0,,,,0.008457343562251474,
ALB,1965,0,,,,0.005911736400714851,
ALB,1966,0,,,,0.003948367501898309,
ALB,1967,0,,,,0.0029345031008924938,
ALB,1968,1,,,,0.0027600144787642833,
ALB,1969,1,,,,0.0030381879164347314,
ALB,1970,0,,,,0.0036887642639718,
ALB,1971,0,,,,0.004511839844625332,
ALB,1972,1,,,,0.005131103410324744,
ALB,1973,0,,,,0.005489627415584231,
ALB,1974,0,,,,0.005739260959781056,
ALB,1975,1,,,,0.005750406040121225,
ALB,1976,0,,,,0.005441108007448792,
ALB,1977,1,,,,0.004890753870640863,
ALB,1978,0,,,,0.004233383250777711,
ALB,1979,0,,,,0.003570301970118317,
ALB,1980,1,,,,0.0031003986226800784,
ALB,1981,0,,-0.0020370457931451966,-0.0014698525094700154,0.0029626253418413295,
ALB,1982,1,,-0.0019672130876281016,-0.037375887536583025,0.0031100886162236385,
ALB,1983,1,,-0.0021031375472628996,-0.012208427653797982,0.003411906278756982,
ALB,1984,0,,0.006762225527468302,-0.008117437141496986,0.0036401602799254196,
ALB,1985,0,,-0.0046607834332998005,-0.012199588569275,0.0035707256726742465,0.021381202960056633
ALB,1986,0,,-0.00025239695315720095,-0.01214192439072001,0.0030397265646886495,0.10557239026850751
ALB,1987,1,,0.002360424185930396,0.004237417082801009,0.0021646533063333084,-0.007881463363174857
ALB,1988,0,,-0.002449122942151098,0.009494722948443002,0.001156633221850667,-0.014206100188809967
